ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0032663	regulation of interleukin-2 production	12/632	67/18805	0.17910447761194	5.32920838843756	6.61994867649268	2.06781685648783e-06	4.80638823557768e-05	3.4761414555255e-05	ANXA1/IL1B/PDE4B/CD34/GBP1/PTPRC/IL1A/NR1H4/CD86/LAPTM5/CR1/IRF4	12
BP	GO:0042102	positive regulation of T cell proliferation	15/632	105/18805	0.142857142857143	4.25067811934901	6.22899756866251	2.26291163931053e-06	5.23382335587068e-05	3.78527689535528e-05	CD55/ANXA1/IL1B/VCAM1/LILRB2/PTPRC/IL1A/SLAMF1/CD86/IL2RA/CD274/CORO1A/HHLA2/IL6/CCL19	15
BP	GO:0043542	endothelial cell migration	27/632	293/18805	0.0921501706484642	2.74190499848793	5.60404936013616	2.30723953455322e-06	5.31006064307027e-05	3.84041426285499e-05	S100P/SEMA5A/ANXA1/S100A8/ZC3H12A/FSTL1/ADAMTS9/EFNA1/PPARG/CDH5/SPARC/S100A9/RHOJ/ITGB2/ANGPT2/ROBO1/KDR/FAP/STC1/GREM1/PTP4A3/PTGS2/DCN/S100A12/CXCL13/S100A7/WNT5A	27
BP	GO:0097305	response to alcohol	26/632	276/18805	0.0942028985507246	2.80298339754174	5.62717763767838	2.35892485851575e-06	5.40240046028706e-05	3.90719752107098e-05	FGFR2/LRP8/CPT1A/HMGCS2/UGT1A1/S100A8/CTSK/GRAMD1C/IGFBP7/VCAM1/FYN/TNC/CLDN1/RGS2/PTPRC/CD27/HPGD/PTGDR/SOD2/CCL3/FOS/CCR7/CCL19/INHBA/FOSB/CCL21	26
BP	GO:0002524	hypersensitivity	7/632	20/18805	0.35	10.4141613924051	7.85527483848228	2.47903742701532e-06	5.64978676049541e-05	4.08611560499059e-05	C3/FCGR3A/BTK/FCGR1A/FCGR2B/FCGR2A/CCR7	7
BP	GO:0032945	negative regulation of mononuclear cell proliferation	14/632	93/18805	0.150537634408602	4.47920920103444	6.27237853842955	2.60252171264862e-06	5.9024181754827e-05	4.26882713214209e-05	IDO1/LYN/CTLA4/PLA2G2A/LILRB2/LILRB1/CD86/MNDA/IL2RA/CR1/CD274/BCL6/BTK/FCGR2B	14
BP	GO:0015695	organic cation transport	16/632	120/18805	0.133333333333333	3.96729957805907	6.08101134796476	2.65821734448811e-06	5.99121382082788e-05	4.33304712618455e-05	SLC6A14/SLC19A3/SLC38A4/SLC22A5/SLC36A1/SLC25A20/AQP8/P2RY1/FLVCR1/SLC7A5/SLC6A6/SLC16A9/RGS2/SLC6A20/SLC22A4/PDZK1	16
BP	GO:0010818	T cell chemotaxis	8/632	28/18805	0.285714285714286	8.50135623869801	7.40757487872912	2.66732122160145e-06	5.99121382082788e-05	4.33304712618455e-05	GPR183/CXCL11/CXCL10/CCL3/CXCL13/S100A7/WNT5A/CCL21	8
BP	GO:0043299	leukocyte degranulation	13/632	81/18805	0.160493827160494	4.77545319581185	6.35013021565732	2.83575981203909e-06	6.33907647935246e-05	4.58463308821228e-05	LYN/RAC2/ITGB2/FGR/FCGR3A/PTGDS/IL13RA2/PTGDR/BTK/CCL3/CORO1A/FCGR2B/CD177	13
BP	GO:0120254	olefinic compound metabolic process	19/632	165/18805	0.115151515151515	3.42630418105102	5.83760374428634	2.99590415789814e-06	6.66517344080957e-05	4.82047736684362e-05	CYP2B6/CYP4F12/CYP4F2/RETSAT/ADH6/FADS1/SDR16C5/EPHX2/ADM/ADH1C/AKR1B10/PTGDS/PTGS2/GSTA1/EGR1/CYP3A4/ALDH1A2/HSD11B2/INHBA	19
BP	GO:0014074	response to purine-containing compound	18/632	150/18805	0.12	3.57056962025316	5.89451015944628	3.0104766679319e-06	6.66585165525015e-05	4.82096787431349e-05	DUOX2/ENPP1/AQP8/HMGCS2/SLC6A4/STAT1/IL1B/P2RY1/IGFBP5/COL1A1/AQP9/STC1/AREG/PTGS2/P2RX5/FOS/SLC26A3/FOSB	18
BP	GO:0044282	small molecule catabolic process	31/632	370/18805	0.0837837837837838	2.49296527540198	5.40878034614113	3.13674093321467e-06	6.91266681131082e-05	4.99947288759637e-05	ACOX1/ETFDH/AMACR/RBKS/KYNU/CPT1A/PHYH/ACADS/SLC16A1/PCK2/CROT/IDO1/CYP27A1/SULT1A2/ACOX2/CYP4F12/PCK1/CYP4F2/NOS2/FUT8/OTC/GLB1L2/SRD5A3/TWIST1/AKR1B10/TDO2/LDHD/KMO/CYP3A4/FABP1/ALDOB	31
BP	GO:0002700	regulation of production of molecular mediator of immune response	21/632	197/18805	0.106598984771574	3.17182580479342	5.7145047814566	3.1985667660214e-06	7.01582344171455e-05	5.07407922852914e-05	CD55/IRAK3/IL1B/IL33/SLC7A5/LILRB1/PTPRC/SLAMF1/CD86/TWIST1/LAPTM5/CR1/IL13RA2/BCL6/BTK/FCGR2B/FFAR2/IL6/WNT5A/FCRL3/CD22	21
BP	GO:0050829	defense response to Gram-negative bacterium	15/632	108/18805	0.138888888888889	4.13260372714487	6.08837958633165	3.24411827850155e-06	7.08248626035478e-05	5.12229201868666e-05	NPY/MMP7/SELP/NOS2/DEFB1/ADM/CXCL6/DMBT1/LYZ/SERPINE1/TREM1/IL6/DEFA6/DEFA5/LTF	15
BP	GO:0002713	negative regulation of B cell mediated immunity	6/632	14/18805	0.428571428571429	12.752034358047	8.20299545928004	3.35599620401143e-06	7.25889549312101e-05	5.24987710276641e-05	C4BPB/C4BPA/CR1/BCL6/FCGR2B/CR2	6
BP	GO:0002890	negative regulation of immunoglobulin mediated immune response	6/632	14/18805	0.428571428571429	12.752034358047	8.20299545928004	3.35599620401143e-06	7.25889549312101e-05	5.24987710276641e-05	C4BPB/C4BPA/CR1/BCL6/FCGR2B/CR2	6
BP	GO:0032309	icosanoid secretion	10/632	48/18805	0.208333333333333	6.1989055907173	6.72544782024493	3.53202263994376e-06	7.6044284671969e-05	5.49977815872883e-05	PLA2G12B/ANXA1/IL1B/CYP4F2/NOS2/PLA2G2A/IL1A/ACSL4/PTGS2/NMUR2	10
BP	GO:0002523	leukocyte migration involved in inflammatory response	7/632	21/18805	0.333333333333333	9.91824894514768	7.62545119514108	3.61099981264738e-06	7.66845051122208e-05	5.54608105196081e-05	S100A8/S100A9/ITGB2/SLAMF1/CCR6/SELE/FFAR2	7
BP	GO:0002544	chronic inflammatory response	7/632	21/18805	0.333333333333333	9.91824894514768	7.62545119514108	3.61099981264738e-06	7.66845051122208e-05	5.54608105196081e-05	VNN1/IDO1/S100A8/VCAM1/S100A9/CCL11/CXCL13	7
BP	GO:1903978	regulation of microglial cell activation	7/632	21/18805	0.333333333333333	9.91824894514768	7.62545119514108	3.61099981264738e-06	7.66845051122208e-05	5.54608105196081e-05	SYT11/PTPRC/CST7/LRRK2/CCL3/IL6/STAP1	7
BP	GO:0061900	glial cell activation	11/632	59/18805	0.186440677966102	5.54749517270972	6.52400512153177	3.65396566083252e-06	7.72458260968757e-05	5.58667767148006e-05	IL1B/IL33/SYT11/ITGB2/PTPRC/CST7/LRRK2/CCL3/IFNG/IL6/STAP1	11
BP	GO:0002706	regulation of lymphocyte mediated immunity	21/632	200/18805	0.105	3.12424841772152	5.63217072917393	4.06843956049458e-06	8.56204938136517e-05	6.19236177770868e-05	CD55/C4BPB/IL1B/HLA-DRA/SERPINB9/C3/C4BPA/LILRB1/PTPRC/SLAMF1/IL7R/SLAMF6/CR1/CD274/BCL6/BTK/FCGR1A/FCGR2B/IL6/SERPINB4/CR2	21
BP	GO:0031341	regulation of cell killing	15/632	110/18805	0.136363636363636	4.05746547756041	5.99743454670936	4.09409794080958e-06	8.57141511593768e-05	6.19913539161859e-05	CD55/HLA-DRA/NOS2/ICAM1/SERPINB9/LILRB1/CXCL6/PTPRC/IL7R/SLAMF6/CR1/CFH/FCGR2B/SERPINB4/STAP1	15
BP	GO:0072329	monocarboxylic acid catabolic process	16/632	124/18805	0.129032258064516	3.83932217231523	5.91555917831892	4.10958258983313e-06	8.57141511593768e-05	6.19913539161859e-05	ACOX1/ETFDH/AMACR/CPT1A/PHYH/ACADS/SLC16A1/PCK2/CROT/ACOX2/CYP4F12/PCK1/CYP4F2/TWIST1/LDHD/FABP1	16
BP	GO:0002573	myeloid leukocyte differentiation	24/632	250/18805	0.096	2.85645569620253	5.5105438353078	4.14079993682485e-06	8.59814102437586e-05	6.21846446652995e-05	IFI16/LYN/UBD/IL33/MMP9/PPARG/GPR183/MT1G/SNX10/EVI2B/FBN1/HCLS1/LILRB1/RASSF2/IRF4/CCL3/IFNG/P2RX5/FOS/TNFAIP6/CCR7/LTF/CCL19/INHBA	24
BP	GO:0008360	regulation of cell shape	17/632	139/18805	0.122302158273381	3.63906975685275	5.8237535244943	4.34876919010497e-06	8.99002197175681e-05	6.50188593397156e-05	RHOU/ANXA1/MSN/P2RY1/RAC2/PDPN/VIL1/FYN/CCL2/RHOJ/ITGB2/FGR/KDR/CCL3/CCL11/CORO1A/FN1	17
BP	GO:0001934	positive regulation of protein phosphorylation	33/632	414/18805	0.0797101449275362	2.37175518253531	5.26313433659302	4.44581396307376e-06	9.15015102884609e-05	6.6176966480254e-05	CHI3L1/PECAM1/LYN/IL1B/ITGA5/STRADB/P2RY1/EFNA1/MMP9/C3/FBN1/HCLS1/EDN3/ROBO1/LCP2/PTPRC/KDR/PDGFRB/PLAUR/CAV1/GREM1/AREG/ENPP2/LRRK2/RASSF2/IFNG/S100A12/BANK1/IL6/CCR7/WNT5A/LTF/CCL19	33
BP	GO:0010562	positive regulation of phosphorus metabolic process	37/632	493/18805	0.0750507099391481	2.23311487405962	5.17403608462688	4.79368908774119e-06	9.77996306459688e-05	7.07319787251171e-05	CHI3L1/PECAM1/LYN/CHP2/IL1B/ITGA5/STRADB/P2RY1/EFNA1/MMP9/C3/PLEK/FBN1/HCLS1/EDN3/ROBO1/LCP2/PTPRC/NR1H4/KDR/PDGFRB/PLAUR/CAV1/SLC4A4/GREM1/AREG/ENPP2/LRRK2/RASSF2/IFNG/S100A12/BANK1/IL6/CCR7/WNT5A/LTF/CCL19	37
BP	GO:0045937	positive regulation of phosphate metabolic process	37/632	493/18805	0.0750507099391481	2.23311487405962	5.17403608462688	4.79368908774119e-06	9.77996306459688e-05	7.07319787251171e-05	CHI3L1/PECAM1/LYN/CHP2/IL1B/ITGA5/STRADB/P2RY1/EFNA1/MMP9/C3/PLEK/FBN1/HCLS1/EDN3/ROBO1/LCP2/PTPRC/NR1H4/KDR/PDGFRB/PLAUR/CAV1/SLC4A4/GREM1/AREG/ENPP2/LRRK2/RASSF2/IFNG/S100A12/BANK1/IL6/CCR7/WNT5A/LTF/CCL19	37
BP	GO:1905039	carboxylic acid transmembrane transport	18/632	155/18805	0.116129032258065	3.45538995508371	5.72423233982283	4.816327501764e-06	9.78342699488758e-05	7.07570310327801e-05	SLC6A14/SLC23A1/ABCB1/SLC38A4/SLC36A1/SLC25A20/CPT1A/SLC16A1/SLC3A1/SLC5A12/SLC7A11/SLC7A5/SLC16A9/RGS2/SLC16A14/SLC6A20/SLC13A2/SLC16A4	18
BP	GO:0001774	microglial cell activation	10/632	50/18805	0.2	5.95094936708861	6.53710257909715	5.22124406886175e-06	0.000105600226362433	7.63736316292832e-05	IL33/SYT11/ITGB2/PTPRC/CST7/LRRK2/CCL3/IFNG/IL6/STAP1	10
BP	GO:0030183	B cell differentiation	17/632	141/18805	0.120567375886525	3.58745174611725	5.75108517745911	5.28875704403667e-06	0.000106504624610945	7.70277228283017e-05	AQP8/VCAM1/ST3GAL1/GPR183/POU2AF1/PTPRC/CD79A/CD27/CR1/BCL6/BTK/FCGR2B/IL6/FCRL3/MS4A1/INHBA/CR2	17
BP	GO:0031589	cell-substrate adhesion	30/632	361/18805	0.0831024930747922	2.4726936428346	5.26876469670788	5.31402953440825e-06	0.000106554274612684	7.70636313776846e-05	GCNT2/CD44/ITGA5/MMP12/ADAMTS9/THY1/RAC2/EFNA1/PDPN/VCAM1/PLAU/LAMC1/CD34/COL1A1/ITGB2/ANGPT2/ITGAX/OLFM4/VWF/GBP1/KDR/COL3A1/GREM1/BCL6/SERPINE1/CORO1A/FN1/EGFL6/CCR7/CCL21	30
BP	GO:0044070	regulation of monoatomic anion transport	6/632	15/18805	0.4	11.9018987341772	7.87688908546714	5.43441742523172e-06	0.000108363369740147	7.83720297552886e-05	PRKG2/ABCB1/STC1/PDZK1/CA2/CA7	6
BP	GO:0019216	regulation of lipid metabolic process	29/632	343/18805	0.0845481049562682	2.51570745839023	5.28315583986348	5.45064038718635e-06	0.000108363369740147	7.83720297552886e-05	LPCAT1/PDK2/CPT1A/FMO4/AQP8/UGT1A1/PCK1/IL1B/PPARGC1A/IGFBP7/SERPINA3/PPARG/EPHX2/ADM/C3/CH25H/SIK1/CCDC3/FMO5/TM6SF2/IL1A/NR1H4/TWIST1/CAV1/PTGS2/HPGD/EGR1/IFNG/FABP1	29
BP	GO:0031348	negative regulation of defense response	27/632	308/18805	0.0876623376623377	2.60837066414598	5.30739242517983	5.8919354877536e-06	0.000116640349994851	8.43582199629307e-05	IRAK3/IFI16/LYN/MMP12/IL33/SAA1/SOCS3/SERPING1/PPARG/FYN/SYT11/CDH5/SERPINB9/FGR/LILRB1/PTPRC/CST7/NR1H4/CXCL17/IL2RA/REG3A/CR1/HGF/FCGR2B/FPR2/TNFAIP6/SERPINB4	27
BP	GO:0007566	embryo implantation	11/632	62/18805	0.17741935483871	5.27906798693344	6.29355201609756	6.05640222656507e-06	0.000119390342626633	8.63471070276432e-05	TIMP1/IL1B/IGFBP7/MMP9/ARHGDIB/ACVR1C/A1CF/GJA1/STC1/PTGS2/SPP1	11
BP	GO:0034113	heterotypic cell-cell adhesion	11/632	63/18805	0.174603174603175	5.19527325698212	6.22003614911332	7.11752799275945e-06	0.000139134271055114	0.000100626579417564	GCNT2/CD44/IL1RN/IL1B/ITGA5/THY1/VCAM1/ITGB2/LILRB2/ITGAX/PTPRC	11
BP	GO:0043030	regulation of macrophage activation	11/632	63/18805	0.174603174603175	5.19527325698212	6.22003614911332	7.11752799275945e-06	0.000139134271055114	0.000100626579417564	ZC3H12A/IL33/SYT11/PTPRC/CST7/LRRK2/CCL3/FCGR2B/IL6/WNT5A/STAP1	11
BP	GO:0010876	lipid localization	36/632	482/18805	0.0746887966804979	2.22234623667209	5.06978818778348	7.16874246739741e-06	0.000139551520032003	0.000100928347896253	ABCG2/ABCB1/PITPNC1/PLA2G12B/LIPC/SLC25A20/CPT1A/ABCA12/ANXA1/APOL1/VLDLR/CROT/GRAMD1C/ZC3H12A/LYN/IL1B/CYP4F2/NOS2/PPARG/PRAP1/SLC10A2/PLA2G2A/RBP2/C3/AQP9/IL1A/ACSL4/CAV1/PTGS2/SLCO1B3/FABP1/SPP1/FABP2/IL6/INHBA/NMUR2	36
BP	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	13/632	88/18805	0.147727272727273	4.39558760069045	5.95399549969796	7.31309873354734e-06	0.00014177094308354	0.000102533509214619	ANXA1/ZC3H12A/SOCS3/HLA-DRA/GPR183/ICOS/CD86/SLAMF6/BCL6/IRF4/IFNG/IL6/CCL19	13
BP	GO:0010466	negative regulation of peptidase activity	10/632	52/18805	0.192307692307692	5.72206669912366	6.35870620228458	7.56898129346857e-06	0.000145523788490062	0.000105247693099563	TIMP1/SERPINB5/SERPING1/SERPINB9/CST7/CR1/SERPINB7/SERPINE1/SERPINB3/SERPINB4	10
BP	GO:0050922	negative regulation of chemotaxis	10/632	52/18805	0.192307692307692	5.72206669912366	6.35870620228458	7.56898129346857e-06	0.000145523788490062	0.000105247693099563	SEMA5A/PADI2/CCL2/ANGPT2/ROBO1/GREM1/TNFAIP6/CXCL13/WNT5A/STAP1	10
BP	GO:0045619	regulation of lymphocyte differentiation	22/632	225/18805	0.0977777777777778	2.90935302390999	5.37310075821049	7.71644748391732e-06	0.000147750994446155	0.000106858483275991	ANXA1/VNN1/ZC3H12A/PCK1/HLA-DRA/PRDM1/CTLA4/LILRB2/PTPRC/IL7R/CD86/RHOH/CD27/IL2RA/CR1/BCL6/BTK/IRF4/IFNG/FCRL3/CCL19/INHBA	22
BP	GO:0070555	response to interleukin-1	15/632	116/18805	0.129310344827586	3.84759657354867	5.73699896316959	7.96042498418868e-06	0.000151800430718896	0.000109787171640153	IRAK3/CHI3L1/ZBP1/ZC3H12A/IL1RN/IL1B/CD38/PCSK1/CCL2/GBP1/EGR1/KMO/CCL3/SELE/IL6	15
BP	GO:0002438	acute inflammatory response to antigenic stimulus	8/632	32/18805	0.25	7.43868670886076	6.79791594116488	8.01481116373708e-06	0.000152216251044633	0.00011008790687033	C3/FCGR3A/CXCR2/BTK/FCGR1A/FCGR2B/FCGR2A/CCR7	8
BP	GO:0002287	alpha-beta T cell activation involved in immune response	13/632	89/18805	0.146067415730337	4.34619897596359	5.90079591162902	8.304799378175e-06	0.000155823384316601	0.000112696706843973	ANXA1/ZC3H12A/SOCS3/HLA-DRA/GPR183/ICOS/CD86/SLAMF6/BCL6/IRF4/IFNG/IL6/CCL19	13
BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	13/632	89/18805	0.146067415730337	4.34619897596359	5.90079591162902	8.304799378175e-06	0.000155823384316601	0.000112696706843973	ANXA1/ZC3H12A/SOCS3/HLA-DRA/GPR183/ICOS/CD86/SLAMF6/BCL6/IRF4/IFNG/IL6/CCL19	13
BP	GO:0033627	cell adhesion mediated by integrin	13/632	89/18805	0.146067415730337	4.34619897596359	5.90079591162902	8.304799378175e-06	0.000155823384316601	0.000112696706843973	LYN/ITGA5/EFNA1/VCAM1/ICAM1/PLAU/MUC1/FBN1/ITGB2/ITGAX/SERPINE1/CXCL13/CCL21	13
BP	GO:0045471	response to ethanol	16/632	131/18805	0.122137404580153	3.63416755242052	5.64196923312344	8.42327507709709e-06	0.000156787016574493	0.000113393638068701	FGFR2/CPT1A/HMGCS2/UGT1A1/S100A8/CTSK/VCAM1/FYN/TNC/CLDN1/RGS2/CD27/HPGD/SOD2/FOS/FOSB	16
BP	GO:0050830	defense response to Gram-positive bacterium	16/632	131/18805	0.122137404580153	3.63416755242052	5.64196923312344	8.42327507709709e-06	0.000156787016574493	0.000113393638068701	NPY/MMP7/IL1B/GBP4/DEFB1/ADM/PLA2G2A/FGR/IL7R/DMBT1/LYZ/ZG16/IL6/DEFA6/DEFA5/LTF	16
BP	GO:0010951	negative regulation of endopeptidase activity	9/632	42/18805	0.214285714285714	6.37601717902351	6.50435895900461	8.53363950865739e-06	0.000157585627606511	0.000113971220398545	TIMP1/SERPINB5/SERPING1/SERPINB9/CR1/SERPINB7/SERPINE1/SERPINB3/SERPINB4	9
BP	GO:2000403	positive regulation of lymphocyte migration	9/632	42/18805	0.214285714285714	6.37601717902351	6.50435895900461	8.53363950865739e-06	0.000157585627606511	0.000113971220398545	CXCL10/CCL4/CCL20/CCL3/CORO1A/CXCL13/S100A7/WNT5A/CCL21	9
BP	GO:0051216	cartilage development	21/632	210/18805	0.1	2.9754746835443	5.36850511867862	8.74265245420734e-06	0.00016039677018269	0.000116004333157542	TIMP1/PRKG2/BMP3/CD44/CHI3L1/CTSK/SLC26A2/BGN/PRRX1/SCIN/CHST11/TGFBI/MGP/COL1A1/SULF1/CHRDL2/STC1/COL3A1/GREM1/SATB2/WNT5A	21
BP	GO:0006816	calcium ion transport	34/632	447/18805	0.0760626398210291	2.26322459151021	5.04071330793876	8.75453261913225e-06	0.00016039677018269	0.000116004333157542	CNGA1/LYN/THY1/TMEM37/PDE4B/FYN/TRPM6/CXCL9/APLNR/CXCL11/CCL2/LILRB2/LILRB1/PTPRC/PLCE1/CXCL10/CALCRL/EDNRA/PDGFRB/STC1/CXCR4/CAV1/CCL4/MCOLN2/PTGS2/CCL3/CORO1A/P2RX5/CCR7/FCRL3/CCL19/MS4A1/CCL21/CLCA1	34
BP	GO:0002269	leukocyte activation involved in inflammatory response	10/632	53/18805	0.188679245283019	5.61410317649869	6.27294942850718	9.0513152101383e-06	0.000164543753547728	0.000119003570856211	IL33/SYT11/ITGB2/PTPRC/CST7/LRRK2/CCL3/IFNG/IL6/STAP1	10
BP	GO:0010043	response to zinc ion	10/632	53/18805	0.188679245283019	5.61410317649869	6.27294942850718	9.0513152101383e-06	0.000164543753547728	0.000119003570856211	S100A8/SLC30A10/MT1F/VCAM1/MT1H/OTC/MT1G/MT1M/SOD2/P2RX5	10
BP	GO:0002883	regulation of hypersensitivity	5/632	10/18805	0.5	14.8773734177215	8.18571192474416	9.2438562356855e-06	0.000166104985896626	0.000120132706544739	C3/BTK/FCGR1A/FCGR2B/CCR7	5
BP	GO:0002924	negative regulation of humoral immune response mediated by circulating immunoglobulin	5/632	10/18805	0.5	14.8773734177215	8.18571192474416	9.2438562356855e-06	0.000166104985896626	0.000120132706544739	C4BPB/C4BPA/CR1/FCGR2B/CR2	5
BP	GO:2000425	regulation of apoptotic cell clearance	5/632	10/18805	0.5	14.8773734177215	8.18571192474416	9.2438562356855e-06	0.000166104985896626	0.000120132706544739	C2/TGM2/C3/CCL2/C4B	5
BP	GO:0050672	negative regulation of lymphocyte proliferation	13/632	91/18805	0.142857142857143	4.25067811934901	5.7967116659672	1.06496973053437e-05	0.000190633662109447	0.000137872669288781	IDO1/LYN/CTLA4/PLA2G2A/LILRB2/LILRB1/CD86/MNDA/IL2RA/CR1/CD274/BTK/FCGR2B	13
BP	GO:0022604	regulation of cell morphogenesis	23/632	247/18805	0.0931174089068826	2.77068492799672	5.22389608361714	1.08133659469778e-05	0.000192824601924733	0.000139457230573719	RHOU/CD44/LRP8/ANXA1/MSN/P2RY1/RAC2/PDPN/VIL1/FYN/SPARC/CCL2/RHOJ/ITGB2/FGR/KDR/CXCR4/ENPP2/CCL3/CCL11/CORO1A/FN1/WNT5A	23
BP	GO:0009062	fatty acid catabolic process	14/632	105/18805	0.133333333333333	3.96729957805907	5.68598340980152	1.11157964973662e-05	0.000197463883025455	0.000142812514534903	ACOX1/ETFDH/AMACR/CPT1A/PHYH/ACADS/PCK2/CROT/ACOX2/CYP4F12/PCK1/CYP4F2/TWIST1/FABP1	14
BP	GO:0035710	CD4-positive, alpha-beta T cell activation	16/632	134/18805	0.119402985074627	3.55280559229171	5.53040198031673	1.12736177159377e-05	0.000199508871094169	0.000144291518613078	CD55/ANXA1/ZC3H12A/SOCS3/HLA-DRA/GPR183/ICOS/CD86/IL2RA/SLAMF6/CD274/BCL6/IRF4/IFNG/IL6/CCL19	16
BP	GO:0052548	regulation of endopeptidase activity	11/632	66/18805	0.166666666666667	4.95912447257384	6.00853043311974	1.13314172772011e-05	0.000199775024600315	0.000144484009770866	TIMP1/SERPINB5/LYN/EFNA1/SERPING1/SERPINB9/CR1/SERPINB7/SERPINE1/SERPINB3/SERPINB4	11
BP	GO:0018108	peptidyl-tyrosine phosphorylation	20/632	198/18805	0.101010101010101	3.00552998337808	5.29046593874562	1.22695185837534e-05	0.000215500717380812	0.000155857359136718	FGFR2/PECAM1/LYN/ITGA5/EFNA1/FYN/HCLS1/ITGB2/FGR/PTPRC/SAMSN1/KDR/PDGFRB/GREM1/AREG/ENPP2/BTK/IFNG/BANK1/IL6	20
BP	GO:0002923	regulation of humoral immune response mediated by circulating immunoglobulin	6/632	17/18805	0.352941176470588	10.5016753536858	7.30894543587942	1.26857912527912e-05	0.00022197759076045	0.000160541651572874	C4BPB/C4BPA/PTPRC/CR1/FCGR2B/CR2	6
BP	GO:0018212	peptidyl-tyrosine modification	20/632	199/18805	0.100502512562814	2.99042681763247	5.26400861581022	1.32206199149947e-05	0.000230472896428564	0.000166685742054725	FGFR2/PECAM1/LYN/ITGA5/EFNA1/FYN/HCLS1/ITGB2/FGR/PTPRC/SAMSN1/KDR/PDGFRB/GREM1/AREG/ENPP2/BTK/IFNG/BANK1/IL6	20
BP	GO:0042327	positive regulation of phosphorylation	33/632	437/18805	0.0755148741418764	2.24692596240188	4.91836548079023	1.37470404473593e-05	0.000238759007323653	0.000172678535848262	CHI3L1/PECAM1/LYN/IL1B/ITGA5/STRADB/P2RY1/EFNA1/MMP9/C3/FBN1/HCLS1/EDN3/ROBO1/LCP2/PTPRC/KDR/PDGFRB/PLAUR/CAV1/GREM1/AREG/ENPP2/LRRK2/RASSF2/IFNG/S100A12/BANK1/IL6/CCR7/WNT5A/LTF/CCL19	33
BP	GO:0002437	inflammatory response to antigenic stimulus	12/632	80/18805	0.15	4.46321202531646	5.78873286179087	1.39531367776917e-05	0.000241440944538429	0.000174618202948891	LYN/FYN/C3/FGR/FCGR3A/CXCR2/IL2RA/BTK/FCGR1A/FCGR2B/FCGR2A/CCR7	12
BP	GO:0001503	ossification	34/632	458/18805	0.074235807860262	2.20886766900669	4.88426611663063	1.45926969287336e-05	0.000251575941147762	0.000181948173009264	BMP3/FGFR2/ENPP1/CTSK/SLC26A2/PPARG/COL1A2/TNC/MGP/SNX10/IGFBP5/COL1A1/SRGN/GDPD2/FGR/COL5A2/GJA1/TWIST1/CHRDL2/STC1/ALPL/GREM1/VCAN/AREG/PTGS2/HGF/RASSF2/CCL3/SATB2/SPP1/TNFAIP6/IL6/WNT5A/LTF	34
BP	GO:0045582	positive regulation of T cell differentiation	15/632	122/18805	0.122950819672131	3.65837051255447	5.49341572706922	1.4788223969156e-05	0.000254009494058445	0.000183708200236033	ANXA1/VNN1/PCK1/HLA-DRA/LILRB2/PTPRC/IL7R/CD86/RHOH/CD27/IL2RA/CR1/BCL6/IFNG/CCL19	15
BP	GO:0045621	positive regulation of lymphocyte differentiation	16/632	137/18805	0.116788321167883	3.47500692968678	5.42198302806982	1.49532433795838e-05	0.000255903124796393	0.000185077737607341	ANXA1/VNN1/PCK1/HLA-DRA/LILRB2/PTPRC/IL7R/CD86/RHOH/CD27/IL2RA/CR1/BCL6/BTK/IFNG/CCL19	16
BP	GO:0030888	regulation of B cell proliferation	11/632	68/18805	0.161764705882353	4.81326787043932	5.87451597667302	1.52190384758761e-05	0.000259230340480323	0.000187484091776729	LYN/CTLA4/GPR183/CD38/PTPRC/MNDA/BCL6/BTK/FCGR2B/FCRL3/CD22	11
BP	GO:0033273	response to vitamin	13/632	94/18805	0.138297872340426	4.11501817936978	5.64607132415273	1.52586351952245e-05	0.000259230340480323	0.000187484091776729	KYNU/OTC/TNC/COL1A1/CXCL10/IL1A/STC1/ALPL/PTGS2/SOD2/ALDH1A2/FABP1/SPP1	13
BP	GO:0030574	collagen catabolic process	9/632	45/18805	0.2	5.95094936708861	6.20081353479064	1.55007864628972e-05	0.000261442867706338	0.000189084265802394	MMP7/MMP3/CTSK/MMP10/MMP12/MMP9/MMP1/FAP/KLK6	9
BP	GO:0032689	negative regulation of type II interferon production	9/632	45/18805	0.2	5.95094936708861	6.20081353479064	1.55007864628972e-05	0.000261442867706338	0.000189084265802394	ZC3H12A/IL33/LILRB1/NR1H4/SLAMF1/LAPTM5/CR1/CD274/INHBA	9
BP	GO:0001794	type IIa hypersensitivity	5/632	11/18805	0.454545454545455	13.5248849252014	7.74873525273675	1.64779070177968e-05	0.000274945648525524	0.000198849930553112	C3/FCGR3A/FCGR1A/FCGR2B/FCGR2A	5
BP	GO:0002445	type II hypersensitivity	5/632	11/18805	0.454545454545455	13.5248849252014	7.74873525273675	1.64779070177968e-05	0.000274945648525524	0.000198849930553112	C3/FCGR3A/FCGR1A/FCGR2B/FCGR2A	5
BP	GO:0071492	cellular response to UV-A	5/632	11/18805	0.454545454545455	13.5248849252014	7.74873525273675	1.64779070177968e-05	0.000274945648525524	0.000198849930553112	TIMP1/MMP3/MMP9/MMP1/MME	5
