ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0038061	non-canonical NF-kappaB signal transduction	12/632	133/18805	0.0902255639097744	2.68463881222042	3.63586333332414	0.00177436195895978	0.0122720691276287	0.00887557270631041	CHI3L1/ZC3H12A/IL1B/BIRC3/LRRC19/CD86/CD27/LAPTM5/GREM1/PTP4A3/RASSF2/CCL19	12
BP	GO:0050852	T cell receptor signaling pathway	13/632	151/18805	0.0860927152317881	2.56166694609774	3.59303338699761	0.00177989415235074	0.0122720691276287	0.00887557270631041	ZC3H12A/THY1/PDE4B/CTLA4/FYN/LCP2/GBP1/PTPRC/LAPTM5/BTK/HHLA2/BTNL3/CCR7	13
BP	GO:0008210	estrogen metabolic process	6/632	39/18805	0.153846153846154	4.57765335929893	4.17075859904944	0.00178354771782104	0.0122720691276287	0.00887557270631041	DHRS11/HSD17B2/UGT1A1/CYP3A4/UGT2B15/UGT2B17	6
BP	GO:0033280	response to vitamin D	6/632	39/18805	0.153846153846154	4.57765335929893	4.17075859904944	0.00178354771782104	0.0122720691276287	0.00887557270631041	TNC/CXCL10/STC1/ALPL/PTGS2/SPP1	6
BP	GO:0070229	negative regulation of lymphocyte apoptotic process	6/632	39/18805	0.153846153846154	4.57765335929893	4.17075859904944	0.00178354771782104	0.0122720691276287	0.00887557270631041	IDO1/EFNA1/ST3GAL1/IL7R/CD27/BCL6	6
BP	GO:0070588	calcium ion transmembrane transport	23/632	350/18805	0.0657142857142857	1.95531193490054	3.36428320882436	0.0017980491954619	0.0123536556488206	0.00893457881955526	CNGA1/LYN/THY1/TMEM37/PDE4B/FYN/TRPM6/CXCL9/APLNR/CXCL11/PTPRC/PLCE1/CXCL10/EDNRA/CAV1/MCOLN2/CCL3/CORO1A/P2RX5/CCR7/CCL19/MS4A1/CCL21	23
BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	11/632	116/18805	0.0948275862068965	2.82157082060236	3.66988428284014	0.00182951005539521	0.0125513523917862	0.00907755974622245	PECAM1/ITGA5/EFNA1/HCLS1/PTPRC/GREM1/AREG/ENPP2/IFNG/BANK1/IL6	11
BP	GO:0002053	positive regulation of mesenchymal cell proliferation	5/632	27/18805	0.185185185185185	5.51013830285982	4.37338208410017	0.00184331563746236	0.0125906003775207	0.0091059452081474	FGFR2/STAT1/PRRX1/KDR/WNT5A	5
BP	GO:0032753	positive regulation of interleukin-4 production	5/632	27/18805	0.185185185185185	5.51013830285982	4.37338208410017	0.00184331563746236	0.0125906003775207	0.0091059452081474	IL33/SLC7A5/CD86/IRF4/FCER1G	5
BP	GO:0042730	fibrinolysis	5/632	27/18805	0.185185185185185	5.51013830285982	4.37338208410017	0.00184331563746236	0.0125906003775207	0.0091059452081474	SERPING1/PLAU/FAP/PLAUR/SERPINE1	5
BP	GO:0014823	response to activity	9/632	83/18805	0.108433734939759	3.22641833155406	3.79088004297651	0.00185508123655208	0.0126524664776223	0.00915068885029915	PPARGC1A/ITGA5/SLC7A5/ANGPT2/CXCR4/SOD2/FOS/FN1/IL6	9
BP	GO:0043303	mast cell degranulation	7/632	53/18805	0.132075471698113	3.92987222354908	3.98320964817647	0.00188593824800224	0.0128068364748059	0.00926233441873805	LYN/RAC2/FGR/PTGDS/IL13RA2/PTGDR/BTK	7
BP	GO:0140353	lipid export from cell	7/632	53/18805	0.132075471698113	3.92987222354908	3.98320964817647	0.00188593824800224	0.0128068364748059	0.00926233441873805	IL1B/NOS2/IL1A/ACSL4/PTGS2/SPP1/INHBA	7
BP	GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	7/632	53/18805	0.132075471698113	3.92987222354908	3.98320964817647	0.00188593824800224	0.0128068364748059	0.00926233441873805	FGFR2/MMP9/IGFBP5/ADAMTS1/GJA1/CALCRL/HPGD	7
BP	GO:0090087	regulation of peptide transport	16/632	209/18805	0.076555023923445	2.27787535582339	3.46435362325898	0.00192609441021009	0.0130605414869398	0.00944582240741638	CPT1A/ABCA12/SLC16A1/PCK2/S100A8/IL1B/NOS2/GNA11/ACVR1C/CD38/NR1H4/ACSL4/IFNG/FFAR2/CA2/IL6	16
BP	GO:0043648	dicarboxylic acid metabolic process	10/632	100/18805	0.1	2.9754746835443	3.69371139537413	0.00195942213381141	0.0132672756654593	0.00959533951111307	KYNU/PHYH/PCK2/IDO1/SLC7A11/PCK1/ME1/ASPA/NR1H4/KMO	10
BP	GO:0051702	biological process involved in interaction with symbiont	6/632	40/18805	0.15	4.46321202531646	4.08888728805549	0.00203963462159185	0.0137904094820219	0.00997368746334046	APOL1/CXCL6/TREM1/FN1/DEFA5/LTF	6
BP	GO:0061138	morphogenesis of a branching epithelium	15/632	191/18805	0.0785340314136126	2.33676022267877	3.46274642787144	0.00205524509884536	0.0138758744245745	0.0100354985812194	FGFR2/TGM2/COL4A1/SOCS3/ADM/TNC/SULF1/KDR/EDNRA/GREM1/AREG/HGF/CCL11/RSPO3/WNT5A	15
BP	GO:0048286	lung alveolus development	7/632	54/18805	0.12962962962963	3.85709681200188	3.92084764266878	0.00210520803973986	0.0141697988545347	0.0102480746041493	FGFR2/ABCA12/SLC7A11/MMP12/IGFBP5/FBN1/KDR	7
BP	GO:0050819	negative regulation of coagulation	7/632	54/18805	0.12962962962963	3.85709681200188	3.92084764266878	0.00210520803973986	0.0141697988545347	0.0102480746041493	ANXA5/SERPING1/PLAU/FAP/PLAUR/SERPINE1/TFPI	7
BP	GO:0034109	homotypic cell-cell adhesion	10/632	101/18805	0.099009900990099	2.94601453816268	3.65687291242889	0.00211091181565842	0.0141697988545347	0.0102480746041493	ANK3/SLC6A4/LYN/SLC7A11/ENTPD1/PDPN/PLEK/PLAUR/CDHR5/IL6	10
BP	GO:0071229	cellular response to acid chemical	10/632	101/18805	0.099009900990099	2.94601453816268	3.65687291242889	0.00211091181565842	0.0141697988545347	0.0102480746041493	HMGCS2/MMP3/SLC7A5/COL4A1/FYN/COL1A2/COL1A1/COL5A2/COL3A1/PTGS2	10
BP	GO:0015816	glycine transport	4/632	17/18805	0.235294117647059	7.00111690245719	4.61622128326863	0.00212073500777472	0.0141817123302147	0.0102566908300264	SLC6A14/SLC36A1/RGS2/SLC6A20	4
BP	GO:0072109	glomerular mesangium development	4/632	17/18805	0.235294117647059	7.00111690245719	4.61622128326863	0.00212073500777472	0.0141817123302147	0.0102566908300264	CD34/PDGFRB/EGR1/SERPINB7	4
BP	GO:0048469	cell maturation	16/632	211/18805	0.0758293838862559	2.25628412022317	3.42226023998457	0.00212179300488443	0.0141817123302147	0.0102566908300264	FLVCR1/RAC2/PPARG/DEFB1/C3/GJA1/KDR/EDNRA/CCR6/LRRK2/BTK/NR4A2/P2RX5/SLC26A3/CCL19/CCL21	16
BP	GO:0030193	regulation of blood coagulation	8/632	69/18805	0.115942028985507	3.44982572005137	3.8018208093929	0.00214134228795226	0.0142618731869397	0.0103146658548297	SERPING1/PLAU/FAP/PLAUR/CAV1/SERPINE1/TFPI/ST3GAL4	8
BP	GO:0030199	collagen fibril organization	8/632	69/18805	0.115942028985507	3.44982572005137	3.8018208093929	0.00214134228795226	0.0142618731869397	0.0103146658548297	COL1A2/COL1A1/COL5A2/LUM/COL3A1/GREM1/COL12A1/PXDN	8
BP	GO:0042476	odontogenesis	12/632	136/18805	0.0882352941176471	2.62541883842144	3.54768100194739	0.00214294413040061	0.0142618731869397	0.0103146658548297	FGFR2/PITX2/COL1A2/ADM/TNC/SNX10/CD34/COL1A1/ALPL/CSF3R/SERPINE1/INHBA	12
BP	GO:0032740	positive regulation of interleukin-17 production	5/632	28/18805	0.178571428571429	5.31334764918626	4.25942251942472	0.00218279919318956	0.0144653018873498	0.0104617923257014	SLC7A5/NR1H4/SLAMF6/BTK/IL6	5
BP	GO:0035458	cellular response to interferon-beta	5/632	28/18805	0.178571428571429	5.31334764918626	4.25942251942472	0.00218279919318956	0.0144653018873498	0.0104617923257014	IFI16/IFITM2/STAT1/AIM2/MNDA	5
BP	GO:0060512	prostate gland morphogenesis	5/632	28/18805	0.178571428571429	5.31334764918626	4.25942251942472	0.00218279919318956	0.0144653018873498	0.0104617923257014	FGFR2/SERPINB5/TNC/SULF1/WNT5A	5
BP	GO:0002720	positive regulation of cytokine production involved in immune response	9/632	85/18805	0.105882352941176	3.15050260610573	3.70567101842666	0.00219042073424998	0.0144952488249517	0.010483450957123	CD55/IL1B/SLC7A5/LILRB1/SLAMF1/LAPTM5/FFAR2/IL6/WNT5A	9
BP	GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	25/632	399/18805	0.06265664160401	1.86433250848641	3.25430260393836	0.00222508555050395	0.0146830504123651	0.0106192753748404	GCNT2/CDH3/CDKN2B/PBLD/FSTL1/SLC39A5/PPARG/FUT8/COL1A2/CDH5/ACVR1C/CHST11/FBN1/SULF1/KDR/CHRDL2/CAV1/COL3A1/GREM1/HPGD/EGR1/FOS/TNFAIP6/WNT5A/INHBA	25
BP	GO:2001233	regulation of apoptotic signaling pathway	25/632	399/18805	0.06265664160401	1.86433250848641	3.25430260393836	0.00222508555050395	0.0146830504123651	0.0106192753748404	CD44/VNN1/S100A8/IL1B/STRADB/MMP9/PPARG/FYN/ICAM1/S100A9/MUC1/PTPRC/IL1A/PLAUR/CAV1/PTGS2/LRRK2/SOD2/HGF/G0S2/SERPINE1/NR4A2/FCGR2B/WNT5A/INHBA	25
BP	GO:0050796	regulation of insulin secretion	14/632	174/18805	0.0804597701149425	2.39406009020806	3.4451519587327	0.00228498706616451	0.0150570656884634	0.0108897757885652	CPT1A/ABCA12/SLC16A1/PCK2/IL1B/NOS2/GNA11/ACVR1C/CD38/NR1H4/ACSL4/IFNG/FFAR2/IL6	14
BP	GO:0050708	regulation of protein secretion	19/632	273/18805	0.0695970695970696	2.07084318634952	3.32365856198723	0.00230494606642545	0.0151671943976615	0.0109694245711278	CPT1A/ABCA12/SLC16A1/PCK2/IL1B/SAA1/NOS2/PPARG/GNA11/ACVR1C/CD38/PCSK1/IL1A/NR1H4/ACSL4/EXPH5/IFNG/FFAR2/IL6	19
BP	GO:0042743	hydrogen peroxide metabolic process	7/632	55/18805	0.127272727272727	3.78696777905639	3.85996177198969	0.00234366437677071	0.0153786516408325	0.0111223575538646	ACOX1/DUOX2/DUOXA2/RAC2/FYN/SOD2/PXDN	7
BP	GO:0099024	plasma membrane invagination	7/632	55/18805	0.127272727272727	3.78696777905639	3.85996177198969	0.00234366437677071	0.0153786516408325	0.0111223575538646	RAB31/C3/ITGB2/HAVCR1/FCGR1A/FCGR2B/STAP1	7
BP	GO:0071559	response to transforming growth factor beta	21/632	315/18805	0.0666666666666667	1.98364978902954	3.28320251340787	0.00234929288993646	0.0153939640698221	0.0111334320169721	GCNT2/CDH3/FGFR2/CDKN2B/PBLD/CTSK/PPARG/FUT8/FYN/MXRA5/COL1A2/CDH5/CHST11/CLDN1/FBN1/COL1A1/CAV1/COL3A1/HPGD/FOS/WNT5A	21
BP	GO:0062013	positive regulation of small molecule metabolic process	13/632	156/18805	0.0833333333333333	2.47956223628692	3.46049407387834	0.00237723135256646	0.0155552169176337	0.0112500554942331	CPT1A/IL1B/PPARGC1A/P2RY1/NNMT/PPARG/ADM/NR1H4/TWIST1/SLC4A4/PTGS2/IFNG/FABP1	13
BP	GO:0008217	regulation of blood pressure	15/632	194/18805	0.077319587628866	2.30062475531776	3.39577082987661	0.00239035428180437	0.0156192100763497	0.011296337496639	NPY/NPY1R/CYP4F12/CYP4F2/NOS2/PPARG/COL1A2/GNA11/ADM/EDN3/EDNRA/PTGS2/SOD2/ENPEP/HSD11B2	15
BP	GO:0006887	exocytosis	23/632	358/18805	0.0642458100558659	1.91161781345025	3.24759444189708	0.00239735924737977	0.0156431039158635	0.0113136183241533	ABCA12/ANXA1/LYN/P2RY1/RAB31/RAC2/SYT11/SCIN/PLEK/ITGB2/FGR/FCGR3A/PTGDS/EXPH5/IL13RA2/PTGDR/LRRK2/BTK/CCL3/IFNG/CORO1A/FCGR2B/CD177	23
BP	GO:0034308	primary alcohol metabolic process	10/632	103/18805	0.0970873786407767	2.88881037237311	3.58453885332299	0.00244216407207479	0.0159045319555572	0.0115026918658387	NAAA/SULT1A2/RETSAT/ADH6/SDR16C5/ADH1C/AKR1B10/CYP3A4/ALDH1A2/HSD11B2	10
BP	GO:0034599	cellular response to oxidative stress	18/632	254/18805	0.0708661417322835	2.10860410644872	3.31726392379623	0.00244423243666311	0.0159045319555572	0.0115026918658387	PDK2/MMP3/GPX8/ZC3H12A/SLC7A11/PPARGC1A/FUT8/FYN/GPX7/EDNRA/LRRK2/SOD2/HGF/BTK/FABP1/NR4A2/FOS/IL6	18
BP	GO:0030509	BMP signaling pathway	14/632	176/18805	0.0795454545454545	2.36685486191024	3.39745968154438	0.00253897415760388	0.0164980351381437	0.0119319333078229	FSTL1/SLC39A5/PPARG/CDH5/ACVR1C/FBN1/SULF1/KDR/CHRDL2/CAV1/GREM1/EGR1/TNFAIP6/WNT5A	14
BP	GO:0003094	glomerular filtration	5/632	29/18805	0.172413793103448	5.13012876473156	4.15079609605678	0.00256563800090769	0.0165079800249437	0.011939125784082	TMEM63C/CD34/MCAM/SULF1/EDNRA	5
BP	GO:0003401	axis elongation	5/632	29/18805	0.172413793103448	5.13012876473156	4.15079609605678	0.00256563800090769	0.0165079800249437	0.011939125784082	FGFR2/PPP2R3A/TNC/AREG/WNT5A	5
BP	GO:0006833	water transport	5/632	29/18805	0.172413793103448	5.13012876473156	4.15079609605678	0.00256563800090769	0.0165079800249437	0.011939125784082	AQP7/AQP11/AQP8/AQP9/SLC5A1	5
BP	GO:0043406	positive regulation of MAP kinase activity	8/632	71/18805	0.112676056338028	3.35264753075415	3.70374544504003	0.00257003639665897	0.0165079800249437	0.011939125784082	IL1B/EDN3/ROBO1/PDGFRB/LRRK2/S100A12/WNT5A/CCL19	8
BP	GO:0048002	antigen processing and presentation of peptide antigen	8/632	71/18805	0.112676056338028	3.35264753075415	3.70374544504003	0.00257003639665897	0.0165079800249437	0.011939125784082	HLA-DMA/HLA-DRA/CTSE/HLA-DOB/FCGR1A/FCGR2B/FCER1G/HLA-DRB5	8
BP	GO:1900046	regulation of hemostasis	8/632	71/18805	0.112676056338028	3.35264753075415	3.70374544504003	0.00257003639665897	0.0165079800249437	0.011939125784082	SERPING1/PLAU/FAP/PLAUR/CAV1/SERPINE1/TFPI/ST3GAL4	8
BP	GO:0046328	regulation of JNK cascade	12/632	139/18805	0.0863309352517986	2.56875512248429	3.46184224570542	0.00257188498417467	0.0165079800249437	0.011939125784082	IL1B/IL1A/SLAMF1/CD27/RASSF2/UNC5CL/FCGR2B/CCR7/SERPINB3/WNT5A/CCL19/CCL21	12
BP	GO:0007492	endoderm development	9/632	87/18805	0.103448275862069	3.07807725883894	3.62294667370351	0.00257230510662651	0.0165079800249437	0.011939125784082	DUSP4/ITGA5/MMP9/LAMC1/ITGB2/COL5A2/COL12A1/FN1/INHBA	9
BP	GO:0048864	stem cell development	9/632	87/18805	0.103448275862069	3.07807725883894	3.62294667370351	0.00257230510662651	0.0165079800249437	0.011939125784082	SEMA5A/PITX2/EDN3/SEMA6A/PTPRC/EDNRA/TWIST1/ALDH1A2/FN1	9
BP	GO:0002279	mast cell activation involved in immune response	7/632	56/18805	0.125	3.71934335443038	3.80048788774025	0.00260239761320895	0.0166553447245373	0.0120457048859419	LYN/RAC2/FGR/PTGDS/IL13RA2/PTGDR/BTK	7
BP	GO:0048260	positive regulation of receptor-mediated endocytosis	7/632	56/18805	0.125	3.71934335443038	3.80048788774025	0.00260239761320895	0.0166553447245373	0.0120457048859419	APLNR/C3/GREM1/SERPINE1/SELE/CCL19/CCL21	7
BP	GO:0006040	amino sugar metabolic process	6/632	42/18805	0.142857142857143	4.25067811934901	3.93294452832616	0.0026339926550835	0.0167842976896908	0.0121389680028631	B4GALNT2/CHI3L1/ST3GAL1/CHST2/CHI3L2/GFPT2	6
BP	GO:0045066	regulatory T cell differentiation	6/632	42/18805	0.142857142857143	4.25067811934901	3.93294452832616	0.0026339926550835	0.0167842976896908	0.0121389680028631	HLA-DRA/CTLA4/LILRB2/CR1/BCL6/IFNG	6
BP	GO:0002830	positive regulation of type 2 immune response	4/632	18/18805	0.222222222222222	6.61216596343179	4.44230514792473	0.00265487927925546	0.0167842976896908	0.0121389680028631	IDO1/IL33/CD86/IL6	4
BP	GO:0010310	regulation of hydrogen peroxide metabolic process	4/632	18/18805	0.222222222222222	6.61216596343179	4.44230514792473	0.00265487927925546	0.0167842976896908	0.0121389680028631	DUOXA2/RAC2/FYN/SOD2	4
BP	GO:0016264	gap junction assembly	4/632	18/18805	0.222222222222222	6.61216596343179	4.44230514792473	0.00265487927925546	0.0167842976896908	0.0121389680028631	IL1B/APLNR/GJA1/CAV1	4
BP	GO:0034112	positive regulation of homotypic cell-cell adhesion	4/632	18/18805	0.222222222222222	6.61216596343179	4.44230514792473	0.00265487927925546	0.0167842976896908	0.0121389680028631	ANK3/PDPN/PLAUR/IL6	4
BP	GO:0051917	regulation of fibrinolysis	4/632	18/18805	0.222222222222222	6.61216596343179	4.44230514792473	0.00265487927925546	0.0167842976896908	0.0121389680028631	PLAU/FAP/PLAUR/SERPINE1	4
BP	GO:0072673	lamellipodium morphogenesis	4/632	18/18805	0.222222222222222	6.61216596343179	4.44230514792473	0.00265487927925546	0.0167842976896908	0.0121389680028631	CD44/PDPN/VIL1/ENPP2	4
BP	GO:1901163	regulation of trophoblast cell migration	4/632	18/18805	0.222222222222222	6.61216596343179	4.44230514792473	0.00265487927925546	0.0167842976896908	0.0121389680028631	TIMP1/ARHGDIB/ACVR1C/GJA1	4
BP	GO:0051223	regulation of protein transport	27/632	449/18805	0.0601336302895323	1.78926094556116	3.15664037128616	0.00269835734552234	0.0170361155652437	0.0123210911509626	CPT1A/ABCA12/SLC16A1/PCK2/ZC3H12A/CHP2/SLC7A11/IL1B/SAA1/NOS2/PPARG/GNA11/ACVR1C/CD38/PCSK1/DERL3/HCLS1/IL1A/NR1H4/ACSL4/CWH43/PTGS2/LCP1/EXPH5/IFNG/FFAR2/IL6	27
BP	GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	26/632	427/18805	0.0608899297423888	1.81176444431269	3.16420917948178	0.00271146818350492	0.0170957886009919	0.012364248695292	RBPMS/GCNT2/CDH3/CDKN2B/PBLD/FSTL1/SLC39A5/PPARG/FUT8/COL1A2/CDH5/ACVR1C/CHST11/FBN1/SULF1/KDR/CHRDL2/CAV1/COL3A1/GREM1/HPGD/EGR1/FOS/TNFAIP6/WNT5A/INHBA	26
BP	GO:0032637	interleukin-8 production	10/632	105/18805	0.0952380952380952	2.83378541289934	3.51392677435756	0.00281386255652098	0.0176936283500216	0.0127966264878265	CHI3L1/ANXA1/IL1B/NOS2/PTPRC/SERPINE1/FFAR2/IL6/DEFA5/WNT5A	10
BP	GO:0032677	regulation of interleukin-8 production	10/632	105/18805	0.0952380952380952	2.83378541289934	3.51392677435756	0.00281386255652098	0.0176936283500216	0.0127966264878265	CHI3L1/ANXA1/IL1B/NOS2/PTPRC/SERPINE1/FFAR2/IL6/DEFA5/WNT5A	10
BP	GO:0002686	negative regulation of leukocyte migration	7/632	57/18805	0.12280701754386	3.65409171663336	3.7423657435497	0.00288251894866533	0.0180524511101399	0.013056139163561	IL33/PADI2/CCL2/GREM1/TNFAIP6/STAP1/CCL21	7
BP	GO:0002762	negative regulation of myeloid leukocyte differentiation	7/632	57/18805	0.12280701754386	3.65409171663336	3.7423657435497	0.00288251894866533	0.0180524511101399	0.013056139163561	LYN/FBN1/LILRB1/CCL3/TNFAIP6/LTF/INHBA	7
BP	GO:0031529	ruffle organization	7/632	57/18805	0.12280701754386	3.65409171663336	3.7423657435497	0.00288251894866533	0.0180524511101399	0.013056139163561	ICAM1/SNX10/PLEK/CAV1/CCR7/STAP1/CCL21	7
BP	GO:0060485	mesenchyme development	22/632	342/18805	0.064327485380117	1.91404804204604	3.18127555230287	0.0029031168152352	0.0181571107908686	0.0131318325609878	GCNT2/FGFR2/SEMA5A/STAT1/IL1B/PITX2/EFNA1/PDPN/APLNR/COL1A1/EDN3/SEMA6A/ROBO1/EDNRA/TWIST1/GREM1/HGF/ALDH1A2/FN1/IL6/SERPINB3/WNT5A	22
BP	GO:0016525	negative regulation of angiogenesis	13/632	160/18805	0.08125	2.41757318037975	3.35810779325229	0.00296568476660447	0.0185236353336579	0.013396915424712	STAT1/ADAMTS9/PPARG/FYN/SPARC/ADAMTS1/ANGPT2/SEMA6A/SULF1/CXCL10/SERPINE1/DCN/THBS2	13
BP	GO:0043277	apoptotic cell clearance	6/632	43/18805	0.13953488372093	4.15182513982926	3.85857658313905	0.00297573607273911	0.0185368519091161	0.0134064740961299	C2/ANXA1/TGM2/C3/CCL2/C4B	6
BP	GO:0048246	macrophage chemotaxis	6/632	43/18805	0.13953488372093	4.15182513982926	3.85857658313905	0.00297573607273911	0.0185368519091161	0.0134064740961299	SAA1/CCL2/SLAMF1/CXCL17/CCL3/STAP1	6
BP	GO:0015732	prostaglandin transport	5/632	30/18805	0.166666666666667	4.95912447257384	4.04706479405459	0.00299490111151062	0.0185819096852292	0.0134390613936522	IL1B/NOS2/IL1A/ACSL4/PTGS2	5
BP	GO:0043032	positive regulation of macrophage activation	5/632	30/18805	0.166666666666667	4.95912447257384	4.04706479405459	0.00299490111151062	0.0185819096852292	0.0134390613936522	IL33/LRRK2/CCL3/WNT5A/STAP1	5
BP	GO:2000108	positive regulation of leukocyte apoptotic process	5/632	30/18805	0.166666666666667	4.95912447257384	4.04706479405459	0.00299490111151062	0.0185819096852292	0.0134390613936522	ANXA1/IDO1/LYN/CD274/WNT5A	5
BP	GO:0002312	B cell activation involved in immune response	10/632	106/18805	0.0943396226415094	2.80705158824934	3.47924202181508	0.00301594233691556	0.0186382044948009	0.0134797756913101	ST3GAL1/GPR183/POU2AF1/PTPRC/CCR6/CR1/CD180/BCL6/FCGR2B/IL6	10
BP	GO:0002709	regulation of T cell mediated immunity	10/632	106/18805	0.0943396226415094	2.80705158824934	3.47924202181508	0.00301594233691556	0.0186382044948009	0.0134797756913101	CD55/IL1B/HLA-DRA/LILRB1/PTPRC/SLAMF1/IL7R/CD274/FCGR2B/IL6	10
BP	GO:0032526	response to retinoic acid	10/632	106/18805	0.0943396226415094	2.80705158824934	3.47924202181508	0.00301594233691556	0.0186382044948009	0.0134797756913101	FGFR2/HSD17B2/SLC6A4/LYN/IGFBP7/TNC/CD38/COL1A1/ALDH1A2/WNT5A	10
BP	GO:0006487	protein N-linked glycosylation	8/632	73/18805	0.10958904109589	3.26079417374718	3.60911506121381	0.00306305879867159	0.0188794336509152	0.0136542407217551	B4GALNT2/ENTPD5/FUT8/ST3GAL1/DERL3/SRD5A3/CWH43/GFPT2	8
BP	GO:0045670	regulation of osteoclast differentiation	8/632	73/18805	0.10958904109589	3.26079417374718	3.60911506121381	0.00306305879867159	0.0188794336509152	0.0136542407217551	FBN1/LILRB1/RASSF2/CCL3/IFNG/FOS/TNFAIP6/LTF	8
BP	GO:0030510	regulation of BMP signaling pathway	11/632	124/18805	0.0887096774193548	2.63953399346672	3.41587173790475	0.00309673137988911	0.0190618300485401	0.0137861559246155	FSTL1/PPARG/CDH5/FBN1/SULF1/KDR/CHRDL2/CAV1/GREM1/TNFAIP6/WNT5A	11
BP	GO:0072006	nephron development	13/632	161/18805	0.0807453416149068	2.40255719789292	3.33299236883722	0.00312998743742898	0.0192411859311424	0.0139158721248574	AQP11/PECAM1/STAT1/CD34/ANGPT2/SULF1/PLCE1/EDNRA/PDGFRB/GREM1/EGR1/SERPINB7/ENPEP	13
BP	GO:0050678	regulation of epithelial cell proliferation	25/632	410/18805	0.0609756097560976	1.81431383142945	3.10888166010303	0.00318246607569916	0.0195289522083158	0.0141239943647922	CDH3/AQP11/FGFR2/SEMA5A/CDKN2B/SERPINB5/STAT1/MMP12/PPARG/LAMC1/SPARC/APLNR/CLDN1/CCL2/ROBO1/SULF1/KDR/TWIST1/REG3A/CAV1/AREG/BTK/CCL11/ALDH1A2/WNT5A	25
BP	GO:0001755	neural crest cell migration	7/632	58/18805	0.120689655172414	3.59109013531209	3.6855386933621	0.00318515872918165	0.0195289522083158	0.0141239943647922	SEMA5A/PITX2/EDN3/SEMA6A/EDNRA/TWIST1/FN1	7
BP	GO:0034284	response to monosaccharide	16/632	220/18805	0.0727272727272727	2.16398158803222	3.2385194929687	0.00321962142000127	0.019714379127452	0.0142581013426282	ABCA12/PCK2/HMGCS2/COL6A3/PCK1/ICAM1/ACVR1C/PCSK1/COL1A1/ANGPT2/IL1A/NR1H4/REG3A/PTGS2/EGR1/SOD2	16
BP	GO:1901222	regulation of non-canonical NF-kappaB signal transduction	10/632	107/18805	0.0934579439252336	2.78081746125636	3.44495904788616	0.00322942615856566	0.0197485327392916	0.0142828023821931	ZC3H12A/IL1B/LRRC19/CD86/CD27/LAPTM5/GREM1/PTP4A3/RASSF2/CCL19	10
BP	GO:0002643	regulation of tolerance induction	4/632	19/18805	0.210526315789474	6.26415722851432	4.28113418989262	0.00327442635920343	0.0198935239924557	0.014387664927853	IRAK3/IDO1/LILRB2/IL2RA	4
BP	GO:0032695	negative regulation of interleukin-12 production	4/632	19/18805	0.210526315789474	6.26415722851432	4.28113418989262	0.00327442635920343	0.0198935239924557	0.014387664927853	IRAK3/LILRB1/SLAMF1/CCR7	4
BP	GO:0036035	osteoclast development	4/632	19/18805	0.210526315789474	6.26415722851432	4.28113418989262	0.00327442635920343	0.0198935239924557	0.014387664927853	FBN1/LILRB1/P2RX5/LTF	4
BP	GO:0061450	trophoblast cell migration	4/632	19/18805	0.210526315789474	6.26415722851432	4.28113418989262	0.00327442635920343	0.0198935239924557	0.014387664927853	TIMP1/ARHGDIB/ACVR1C/GJA1	4
BP	GO:0098751	bone cell development	4/632	19/18805	0.210526315789474	6.26415722851432	4.28113418989262	0.00327442635920343	0.0198935239924557	0.014387664927853	FBN1/LILRB1/P2RX5/LTF	4
BP	GO:2000181	negative regulation of blood vessel morphogenesis	13/632	162/18805	0.0802469135802469	2.38772659790592	3.30806372401408	0.00330162818994609	0.0200327362382184	0.0144883479011988	STAT1/ADAMTS9/PPARG/FYN/SPARC/ADAMTS1/ANGPT2/SEMA6A/SULF1/CXCL10/SERPINE1/DCN/THBS2	13
BP	GO:0014002	astrocyte development	6/632	44/18805	0.136363636363636	4.05746547756041	3.78643281830966	0.00334954304087163	0.0202536498797888	0.0146481200689713	S100A8/IL1B/S100A9/VIM/IFNG/IL6	6
BP	GO:0042092	type 2 immune response	6/632	44/18805	0.136363636363636	4.05746547756041	3.78643281830966	0.00334954304087163	0.0202536498797888	0.0146481200689713	ANXA1/IDO1/IL33/CD86/BCL6/IL6	6
BP	GO:0000302	response to reactive oxygen species	15/632	201/18805	0.0746268656716418	2.22050349518232	3.2441747355831	0.00335104267060719	0.0202536498797888	0.0146481200689713	PDK2/MMP3/STAT1/FYN/COL1A1/IL1A/AREG/LRRK2/SOD2/HGF/BTK/FABP1/FOS/S100A7/IL6	15
BP	GO:0031623	receptor internalization	12/632	144/18805	0.0833333333333333	2.47956223628692	3.32366600252347	0.00344024201455287	0.0207659052868101	0.0150186003899289	RAB31/ADM/APLNR/ITGB2/LILRB1/CALCRL/CXCR2/CAV1/GREM1/SELE/CXCR1/FCER1G	12
BP	GO:0019751	polyol metabolic process	10/632	108/18805	0.0925925925925926	2.75506915142991	3.41106891419852	0.00345476177829569	0.0208266413267064	0.0150625267345727	PRKG2/INPP5J/NAAA/PCK2/CYP27A1/PCK1/P2RY1/PLEK/MOGAT2/CYP3A4	10
