"sample","cohort","set","label","subgroup","DDC","TSPAN7","LCN2","RHOU","SOCS3","ANXA1","SERPINA1","CHST2","FGR","PDE6A","TRPM6","CATSPERB","MOGAT2","SERPING1","KDELR3","ME1","VLDLR","PCK1","MAOA","ADH1C","ADH6","PFKFB3","SLC2A3","PPARG"
"GSM1900151","GSE73661","discovery",0,"Control",0.631291932180263,1.94056933963453,1.72735731270344,1.62314010626319,-0.219753871547746,1.42520707923557,1.44116564064918,-0.0136687313681049,-0.119437007268493,-0.451067569693485,1.89865869752084,-0.56027384024177,1.277524521742,0.488319607801143,1.10350252487934,0.888664136797795,0.112440139898688,1.96128347176922,1.56852316512116,2.34477006075542,0.311457476600812,0.369068856490352,-0.203328066439023,1.4512737949709
"GSM1900152","GSE73661","discovery",0,"Control",1.01862813070741,2.06157406190177,0.333420348025501,1.66799200643004,0.24148333657822,0.291093687959505,0.814098689617271,0.228622872592868,0.0827993442228842,0.0948936999775228,0.984203625477233,-0.35357169611893,0.919340621561626,-0.302714811866929,0.16906889326221,1.08801934377201,0.0527671483402545,2.08407418738326,1.63419403527112,2.4639901774655,0.777426873738337,0.0269537644863011,-0.658482757720304,1.88937460466622
"GSM1900153","GSE73661","discovery",0,"Control",0.975964721535757,2.35701154564882,-0.0868293632561504,1.95393787753222,-0.53176897439787,0.78833791473497,1.06404689677363,0.150766140119875,-0.0956694339608662,-0.0485917951689924,1.72393457386871,-0.626398482844798,1.32283478510279,-0.485537480577283,0.331298562252826,0.54157917501055,0.13734531219192,2.54570502098725,1.5982762270263,2.42713168578093,0.600301068291558,0.0260267744632792,-0.819920824185079,1.76568227446564
"GSM1900159","GSE73661","discovery",0,"Control",1.07995954118242,2.18826030012374,1.42563363538945,1.83516109477217,-0.402679214534917,0.988222387656083,1.13176655058791,0.302714811866929,0.104827572449804,-0.278548295007202,1.61114896513846,-0.922172329654608,1.1824424422936,-0.0391615952544582,0.51794328065865,0.225136515830838,0.277424596390089,2.14008986960254,1.59716930493675,2.57011900046511,0.550902440310106,0.111663056135219,-0.751158964131362,1.79121128359576
"GSM1900211","GSE73661","discovery",0,"Control",1.05295890393568,2.36452952524348,0.0232459353913939,1.98287501185642,-0.505619421651556,0.256937065448223,0.909954358713029,0.170479067700318,-0.0184571217610904,-0.0814046542085218,1.78433988149857,-1.1155065925627,1.03564093806144,-0.0345251213435291,-0.0744335241302747,-0.0397798532115826,0.459976673850668,2.06028258080233,1.75983965749649,2.57011900046511,0.363123499534839,0.149204229041358,-0.537470439271898,1.76494864673505
"GSM1900221","GSE73661","discovery",0,"Control",0.840191567158235,2.15402199173733,-0.0162945770480423,1.83349978196276,-0.231001525684299,1.67485951188934,1.3561664606115,0.114305418895636,-0.0666920494609074,-0.0995489770112811,1.82690463219999,-1.10977042494703,1.24134220634996,0.405695822476129,0.576428887417952,0.107001952619643,-0.0617396316237056,1.83432980553293,1.70183555997757,2.5378936353904,0.630538112123046,0.132903282836824,-0.43386436558519,1.74407492457667
"GSM1900222","GSE73661","discovery",0,"Control",0.633178054194725,1.94362366204846,0.285780543821392,1.62893314803185,-0.504040521565529,2.01828770721208,1.52658663530609,0.141868055925886,-0.00301166514143473,-0.520594308971428,1.65875216783043,-0.0105796204504207,1.02696652031764,0.599931236119784,0.867544264896797,0.935486004181659,0.384655168702466,2.10768167339755,1.62718949724875,2.08137192058283,-0.134071980127827,0.245938126481055,-0.514414225909766,1.68627063389034
"GSM1900223","GSE73661","discovery",0,"Control",0.971993857406462,2.14933147621103,0.507902283725723,1.82526819757015,-0.444409197064363,1.29375918832269,1.68883648313235,0.132357952980941,-0.174084394399576,0.0343705855475082,1.74975732587547,-0.550183573851675,1.42520707923557,0.279351152188738,1.15975368306109,-0.0115063417840334,0.267486937998027,2.09642662835839,1.58512031012008,2.47375054093667,0.746865432736515,0.0267992645621864,-0.572057811310013,1.72804429424576
"GSM1900224","GSE73661","discovery",0,"Control",0.68851656637051,2.23081839712003,-0.257256332840361,1.9090638851524,-0.548208154735208,1.68755216974453,1.31619547777842,0.107001952619643,-0.131423193274965,0.0289623233932518,1.78131278005043,-1.58187384271007,1.3154613509512,0.5780708800405,0.332604099447599,0.197025269182339,0.159206918315783,1.65448828050088,1.52956490922361,2.52645932158258,0.696958585271854,0.142180075222118,-0.122859805983821,1.82854597380808
"GSM1900225","GSE73661","discovery",0,"Control",0.762263674820748,2.08952482968032,1.45260322736375,1.42819843672579,-0.215009766264418,1.67485951188934,1.36278168572007,0.280475454952564,0.299482686111535,-0.555582041129658,0.177691985342596,-0.938600451042269,1.25480318625751,0.459805002444023,0.578435978887005,0.670810365669729,-0.00934400600152003,1.40420175290491,1.53405792303367,2.68137176249543,0.763916807529196,0.179732078908065,-0.120214791766561,1.71311539470257
